artist_name,track_name,release_date,genre,lyrics,topic
tony bennett,the boulevard of broken dreams,1952,jazz,walk street sorrow boulevard break dream gigolo gigolette kiss regret forget break dream laugh today tomorrow behold shatter scheme gigolo gigolette eye tear tell break dream walk leave soul cathedral borrow long gigolo gigolette sing song dance boulevard break dream walk leave soul cathedral borrow long gigolo gigolette sing song dance boulevard break dream,sadness
dean martin,as you are,1952,jazz,years heart sigh dearest guide near clear dear near clear dear,romantic
tony scott,it's you or no one,1953,jazz,know roast boys spit kruthik turn bout wear ugly crocs rest goddamn life cause know flow stop kruthik karthik matter know cause chicks know blow good school chicks cause know suck ditas try curve go neha shit think pass real talk common cause short cause go hard put overdrive cause shit kruthik survive know kruthik prolly jack dicks long slice wrap like chipotle guac extra know bout harder texas know years whippin round black prius fuck chicks leave say gracias wear short cause hella hairy away know flow kinda scary overwhelm prolly heat okay need help sweet real talk spit bar leave tiny scout fill scar safe flow rack rack rack october rayhan watch,obscene
dizzy gillespie,swing low...sweet cadillac,1953,jazz,swing sweet cadillac comin home swing sweet cadillac comin home look comin home eldorado comin comin home,music
buck clayton,jayhawk,1953,jazz,chink pink yellow like simpson cook kitchen take hit trippin shut listen rhyme gonna limpin suck nut like mama imma television princeton smart pretty dumb gotta thumb shove oooh girl push start high feel like arehart drop soup good group shoutout weathermen forget blazin fuckin basement get bone get stone green crack step break moms shrimp cock chalk jayhawk bear commie salami rhyme like tsunami say asians stop callin fuckin listen fuck clap,obscene
tony bennett,winter wonderland,1953,jazz,sleigh bell ring listen snow glisten beautiful sight tonight walk winter wonderland go stray bluebird stay sing song walk winter wonderland meadow build snowman pretend parson marry later conspire dream face unafraid plan walk winter wonderland meadow build snowman pretend circus clown lot mister snowman kiddies knock snow thrill nose get chill frolic play eskimo walk talk hand hand crazy winter wonderland,music
doris day,the christmas waltz,1953,jazz,frost window pan candle gleam inside paint can tree santa fill sleigh things things time year world fall song hear christmas year dream come true song quarter time wish thing time year world fall song hear christmas year dream come true song quarter time wish thing,music
gerry mulligan,the nearness of you,1953,jazz,pale moon excite thrill delight nearness sweet conversation bring sensation nearness arm feel close wildest dream come true need soft light enchant right hold tight feel night nearness,romantic
oscar peterson,i was doing all right,1953,jazz,right rainbows right till come cause complain life sweet apple notice rain till come away sleep nights suffer wonder blunder hold tight tingle feel right better yeah away sleep nights suffer wonder abig blunder hold tight tingle feel right little better,night/time
oscar peterson,i've got you under my skin,1953,jazz,skin deep heart deep heart skin try say affair resist baby know skin sacrifice come sake havin near spite warnin voice come night repeat repeat know fool mentality reality time think make stop begin cause skin sacrifice come sake havin near spite warn voice come night repeat yell know fool mentality reality time think make stop begin cause skin like skin,violence
sonny rollins,i know,1953,jazz,know learn mean blue love lose know know lips hurt kiss cost flip heart lose know know lose heart fear think reminisce lips taste tear lose taste kiss know hearts burn live die face sleepless eye know,sadness
erroll garner,lullaby of birdland,1953,jazz,lullaby birdland hear sigh wordland ways reveal phrase feel hear turtle doves kind magic music lips kiss weepy know pillow tell farewell goodbye lullaby birdland whisper kiss sweet flyin high birdland high,romantic
marian mcpartland,love is here to stay,1953,jazz,clear stay year radio telephone movies know pass fancy time dear stay go long long time rockies crumble gibraltar tumble stay time rockies crumble gibraltar tumble stay,night/time
charlie parker,autumn in new york,1953,jazz,embrace sweet embraceable embrace irreplaceable look heart grow tipsy bring charm want arm naughty baby come papa come papa sweet embraceable,romantic
george shearing,so rare,1953,jazz,whoa whoa whoa whoa whoa whoa years lose tear years prophets speak hear peace mind awake awake say fight battle mind remain shackle cause play dead blind sign awake awake time begin runners pollute mean exploit land try close open doors slip know tell friend know stand subdue tell game lose play yeah life greed churn poverty wanna know awake awake open eye open eye open eye open eye open eye open eye open eye,sadness
charlie parker,night and day,1953,jazz,pride splendid liar swear enemy keep lips say pride splendid liar swear enemy keep lips say things think pride humble cast wind break beat sick heart confession begin play game stay away cost surrender dear proud pose cause deep heart surrender dear little mean things game lend spice woo care blame star appear shadow fall hear poor heart life surrender dear play game stay away cost surrender dear proud pose cause deep heart surrender dear little mean things game lend spice woo care blame star appear shadow fall hear poor heart life,sadness
george shearing,lullaby of birdland,1953,jazz,lullaby birdland hear sigh woodland word reveal phrase feel hear turtle doves kind magic music lips kiss weepy know pillow tell farewell goodbye lullaby birdland whisper kiss sweet flyin high birdland high,romantic
mary lou williams,twilight,1953,jazz,robot epsvewsurceflv cure picture miyoshi umeki sayonara twig weeks jones japanese farewell song bohren club gore prowler ballers gaslighting club mother earth swift shake nipsey hussle fucc rappin playaz club true detective omega station lera take shoot lera church ruin lera thing fight lera lately suit etten debts pretty little liars dance sugar low morning terrible thing pretty guerreso burn like rictor lose alyosha fold rihanna disturbia saint motel midnight movies saint motel type civil twilight holy cashdavid funn rue hunt aquilo call ourlives blissful ignorance vassy scream loud fonda mozella watch come power time little blow away heart ache yelawolf good yelawolf fuck stone twanee williams wanna williams cisk wanna teen strange frequencies sbcr blush open heart heights drexler unknown glass face holland wurk insoxx pleasure think dance perform elimination aquilo bagatelle magique free maluca reeve endanger species homie quan flex astor piazzolla amor lorde everybody want rule world neon jungle braveheart kezwik turnaround future fuck commas money beautiful friends master matter gravity brink cream handshake deal music extreme music euphonic myst nephew party abstrakt electric hearts tire extreme music people sons stone cheer elephant doin right gaetano donizetti furtiva lagrima,obscene
sonny rollins,no moe,1953,jazz,count motherfucking bag money dance roll grams know yeah count motherfucking bag money dance roll grams know motherfucking money slow point greedy come gotta hold real niggas flex gram know fuck roll grams buy fuck pound tryna tryna duck uncle damn niggas go damn count motherfucking bag money dance roll grams know yeah count motherfucking bag money dance roll grams know yeah fell like miller bank account limit cheque plenty digits right plenty zero right score yeah win curry bitch mean nigga miss time shoot shoot wish nigga miss time inside yeah nigga yeah swish money round damn globe damn distance partner soon mama count motherfucking bag money dance roll grams know yeah count motherfucking bag money dance roll grams know yeah,obscene
oscar peterson,night and day,1953,jazz,clothe play light heart gown speak chic select right effect miss sure tell lovely look delightful know heaven kiss combination like impossible scheme come true imagine find dream like lovely look thrill hold terribly tight moon lovely look tonight appeal charm dignity wear great repose perfect head toe night move lovely look delightful know heaven kiss combination like impossible scheme come true imagine find dream like lovely look thrill hold terribly tight moon lovely look tonight,romantic
count basie,blues go away!,1953,jazz,shadow come blue sky turn grey stand yesterday news away light shin heart live inside world hand light burn bright shine world hand persevere smile good things time head hold high obstacles appear road unclear nevermind alright think minute second achieve gotta believe good come make dream come true light shin heart live inside world hand light burn bright shine world hand,world/life
george shearing,sweet and lovely,1953,jazz,sweet lovely sweeter roses sweet lovely heaven send sky blue eye love want sweeter surprise nestle arm tenderly thrill word express heart song taunt haunt sweet lovely sweeter roses love sweet lovely sweeter roses sweet lovely heaven send sky blue eye love want sweeter surprise nestle arm tenderly thrill word express heart song taunt haunt sweet lovely sweeter roses love,romantic
chet baker,love me or leave me,1953,jazz,leave lonely believe lonely somebody night time right time kiss night time time reminisce regret instead forget somebody intend independently blue want want borrow today tomorrow,night/time
stan getz,crazy rhythm,1953,jazz,school like place jitterbug style satchmo asingin dorsey aswingin syncopate wonderland bring smile come stretch dance abilities feelin ease toe tappin happen dime dancin dancin razmatazz sashayin swayin jujubees swoonin spoonin dime little shop finest fizz land service smile makin pile little leave band short musical break pack smoke laugh knock knock joke gotta gang local hangout goodman dialogue dance break dancin dancin enjoy funny book frisky risky cool malt milk boppin come drop dime come stink barbasol kid felt like have kick dialogue swing music break feel crazy rhythm feet everybody reet petite blaze bright neon maybe bow amateur hour dialogue dancin dancin charleston till tootsies ache slidin glidin rompin savoy stomp cuttin struttin coda drink cream soda dime yeah,obscene
marian mcpartland,yesterdays,1953,jazz,fine romance kiss fine romance friend like couple tomatoes cold yesterday mash potatoes fine romance nestle fine romance wrestle play bridge maid aunt fine romance fine romance good fellow romance jello calmer seal arctic ocean flap fin express emotion fine romance quarrel insult morals muss crease blue pant fine romance,romantic
doris day,if you were the only girl,1953,jazz,feel things look blue wish like heart build throne girl world matter world today love garden wonderful things wonderful things girl world care dear eye dream night long eye scheme right wrong girl world matter world today love garden wonderful things wonderful things girl world,world/life
ronnie self,big fool,1955,rock,fool fool tell love walk fool fool drivin crazy doin give lovin know wasn true doin walkin talkin like fool fool fool fool fool fool fool tell love walk fool fool drivin crazy doin give lovin know wasn true doin walkin talkin like fool fool fool fool fool fool fool yeah fool fool fool,sadness
ronnie self,bop-a-lena,1955,rock,gogalgo bopalena bopalena bopalena bopalena yeah gogalgo school bell ringin everybody go goin shag gonna shake bopalena lookin like wild freek juvenile get agoin real cool chick like pogostick bopalena bopalena bopalena bopalena yeah gogalgo patternleather shoe hounddog feet bopalena gonna walk beat jukebox bebop shag agoin gonna ball bopalena feet talk look camelwalk bopalena bopalena bopalena bopalena yeah gogalgo,obscene
frankie laine,i heard the angels singing,1956,rock,hear angels sing come sing come sing come hear angels sing come sing come lordy lordy come great come bethlehem hear angels sing come sing come sing come hear angels sing come sing come lordy lordy come great come bethlehem great heaven shine earth shepherd come arunnin savior birth little baby wrap swaddle clothe lay great doze bear bear bear bethlehem hear angels sing come sing come sing come hear angels sing come sing come lordy lordy come great come bethlehem hear angels sing come sing come sing come hear angels sing come sing come lordy lordy come great come bethlehem wise come heavenly choir sing come little baby wrap swaddle clothe lay great doze bear bear bear bethlehem hear angels sing come,music
frankie laine,i feel like my time ain't long,1956,rock,bridge look idols think niggas gods right hand bible life ammunition bullets rifle daydreamin bout ring takin title feelin cause heart sayin confidence inflate workin hard praise degrade lose maze rhyme lookin outdated advice feelin like gotta stick basics know best square plan spot chain fresh drop present recognizin presence mixtapes message listenin strangers support craft time gas dough cause payin bill real come home seed need time need meals like daddy spit real stag deal pride cause business divine curse groupies define thirst like jevon kearse raid hate pantyline worshippin picturin contract write cursive radio bumpin shit people person scream endorsements face screen chasin dream chasin dream come time imma spend guarantee nigga nothin infinite rappers gods limit runnin pass imma catch finish bullshit past stay focus present move definites yall strike guessin feel like villain essence cause yall struggle yall pain song topics gain shit lie expect fail nigga jail cock lock microphone spit like hell javelin discus throwin shit business want better whip free time wish list dismiss message kickin quit announce movin quick bounce newest song step handle pride holdin vision motivation inside grind long livin takin time mind tellin watch say time game bridge,obscene
bill haley & his comets,jamaica d.j.,1956,rock,montego work work bother like kind work call spin record play request roll like best tourist leave ship expect sound cat play roll long montego jockey play song like play quick rock kick montego work work bother like kind work call spin record play request roll like best tourist leave ship expect sound cat play roll long call spin record play request roll like best,music
pat boone,forgive me,1956,rock,hang picture fool fame fool fame fool fame belong cause wrong let let world fool fame fool fame fool fame stop turn away love love love break truest heart beneath biggest fool till forgive spend lifetime shame fool fame,sadness
the platters,take me in your arms,1956,rock,arm away arm thrill caress yesterday hungry heart hour gladness know past moment madness hold fast blind charm stardust goodbye hour gladness know past moment madness hold fast blind charm stardust goodbye,romantic
elvis presley,i'm gonna sit right down and cry (over you),1956,rock,go right go right goodbye go right go go goodbye go right go tell mama tell papa know exactly gonna goodbye go right go go goodbye go right go tell mama papa know exactly gonna goodbye go right go right go right go right,feelings
elvis presley,first in line,1956,rock,give eye like diamonds shame star shine darling darling line give lips like hold thrill time darling darling line know longer pledge hearts stronger stronger refuse choose darling darling line,romantic
elvis presley,how's the world treating you,1956,rock,sorrow say tomorrow world treat sweet thing matter break dream shatter world treat plan sunday plan today blue monday away sweet thing matter break ask darling world treat,world/life
elvis presley,blue suede shoes,1956,rock,money ready step blue suede shoe stay blue suede shoe knock step face slander place wanna uhuh shoe step blue suede shoe stay blue suede shoe walk burn house steal drink liquor fruit want uhuh shoe step blue suede shoe blue suede shoe yeah money ready step blue suede shoe blue suede shoe blue blue blue suede shoe blue blue blue suede shoe yeah blue blue blue suede shoe baby blue blue blue suede shoe blue suede shoe,music
elvis presley,blue moon,1956,rock,blue moon stand dream heart blue moon know hear say prayer care blue moon stand dream heart blue moon,music
elvis presley,love me,1956,rock,treat like fool treat mean cruel wring faithful heart tear apart darling lonely blue cry dear steal steal feel feel heart want heart beat close close darling lonely blue cry dear steal steal feel feel heart want heart beat close close darling lonely beggin knees yeah,sadness
elvis presley,ready teddy,1956,rock,ready ready ready ready ready ready ready ready ready ready ready ready ready roll go corner pick sweetie roll baby apple cause flat cat dungaree dolls head sock ball joint jump cat go wild music send crazy style cause gonna kick shoe roll fade jeans grab roll baby pour steam shuffle leave shuffle right gonna roll till early early night cause,night/time
elvis presley,i'm counting on you,1956,rock,word know need guide hold hand count count dear come dear kind love know deeply feel things know completely count count dear come dear kind love know deeply feel things know completely count,romantic
gene vincent & his blue caps,i flipped,1956,rock,flippedflipped flippedaflipped flippedflipped flippedaflipped flippedflipped flippedaflipped flippedflipped flippedaflipped flip arollin real cool flippedflipped flippedaflipped flippedflipped flippedaflipped baby wander quarter aput right line say square join ratrace come beat rapid myohmy slowgirlslow acome gogirlgo slippedslipped slippedaslipped slippedslipped slippedaslipped slippedslipped slippedaslipped slippedslipped slippedaslipped slip calm swivel makin like jump slippedslipped slippedaslipped slippedslipped slippedaslipped blue cap,obscene
gene vincent & his blue caps,jezebel,1956,rock,jezebel devil bear pair horn jezebel fell jezebel jezebel pair eye promise paradise deceive grieve leavin blue jezebel devil plan torment jezebel pair eye promise paradise deceive grieve leavin blue jezebel devil plan torment night jezebel jezebel jezebel jezebel,violence
gene vincent & his blue caps,"jumps, giggles and shouts",1956,rock,girl kid couldn tame boppin round pound jump giggle shout jump giggle shout jump giggle shout jump giggle shout jump giggle shout jump jump jump girl woman sure dizzy boppin juke machine craziest see jump giggle shout jump giggle shout jump giggle shout jump giggle shout jump giggle shout jump jump jump jump giggle shout jump giggle shout jump giggle shout jump giggle shout jump giggle shout jump jump jump girl woman sure dizzy boppin juke machine craziest see jump giggle shout jump giggle shout jump giggle shout jump giggle shout jump giggle shout jump jump jump jump giggle shout jump giggle shout jump giggle shout jump giggle shout jump giggle shout,violence
bill haley & his comets,"hot dog, buddy, buddy",1956,rock,cold codfish coal bless soul rock rock line time legs like rooster eye like frog hear music holler rock rock line time fourteen days fourteen fight fourteen lefts fourteen right rock rock line time dance night night live tomorrow gonna dance cause rock rock line time blue suede shoe nylon thread jaguar gonna knock dead cause rock rock line time money cept dime quarter stop think oughta cause rock rock line time,night/time
gene vincent & his blue caps,ain't she sweet,1956,rock,sweet walk street confidentially sweet nice look twice confidentially nice cast direction perfection repeat think kind neat confidentially sweet sweet walk street confidentially sweet nice look twice confidentially nice cast direction perfection repeat think kind neat confidentially sweet sweet walk street confidentially sweet confidentially sweet,romantic
ray campi,the crossing,1957,rock,hand clutch life fast money come fast chronic chronic chronic roach ashtray presidential shit welcome campaign campaign campaign lifestyle damn thing change campaign welcome campaign lifestyle thing change mixtape better album come better sideline haters tolerate outcome runnerup type outrun whackass calm fuck fuck valium crank volume tell like head steady pass ounce come hood like obama sticker hood neighborhood watch nigga fall look watch nigga piss niggas like swastikas campaign beat liquor crate yell fuck state guess fate somebody shoot know shoot pray angels lord embrace swear streets hell pistol satan devilish things tell freak drop lower self esteem death opponents crown moment life livin rent gotta feelin lethal sip moesha buzz uppercut flow treat,obscene
ray campi,you can't catch me,1957,rock,school heat beat nigga cross like flippa korver flip mcfadden bitch catch think gretzky busy text schedule hectic week sportscenter sportscenter play days sportscenter sportscenter check stats turn sportscenter sportscenter like tiger come golf boss flex know mansion loft fast like dolphins play like texan trap margiella cleat cost shoot like play boston friday night fight night turn knock round latest injury list reserve list update loyal team stay get trade lebron people like go stay farm pump rush gonna catch stiff school heat beat nigga cross like flippa korver flip mcfadden bitch catch think gretzky busy text schedule hectic week sportscenter sportscenter play days sportscenter sportscenter check stats turn sportscenter crazy like strong like ram crossover like shoot like play play football play hoop catch like ginn stack money rumor thunder sooners trap madden user blue orange like play mets white green like play jet care winter time scale flex like like whip lamborghini like masi championship party school heat beat nigga cross like count flip mcfadden bitch catch think gretzky busy text schedule hectic week sportscenter sportscenter play days sportscenter sportscenter check stats turn sportscenter,obscene
ray campi,i didn't mean to be mean,1957,rock,piss scratch nut high night ash blunt homies freestyling joke act night like number fraction cause smoke drink try catch buzz dirty women hold ball catcher act play daddy role smack buns sorry mean brash fuck catch tounge murder verse stash imma flatten come fuck plaque platinum catch smoke cheeba sippin brew crew lean like tower pisa kill rapper time like frieza stage probably fuck freeze smack ban probably fuck like twist camp make emcee teeth meet fuck pavement play show payment advance mother fuckers hold hand want whoop open offend yeah opinions fuck,obscene
ray campi,it ain't me,1957,rock,good people lighter burn burn burn darkness world dancin chance yeah rush learn learn learn conquer fear dancin standin world better feelin believin yeah world champion come come heyeyeyeyyeah come come heyeyeyeyyeah 听我的节奏 count 冠军我的手 还能战斗 這就是最高自曲 yeah 欢呼声世界会最先明白 汗水讓我們有一樣面孔 讓這节奏到我純粹自由 world 還有什麼能比相信自己更有 feel yeah world champion champion champion world 還有什麼能比相信自己更有 feel yeah world champion baby yeah champion whoa whoa whoa whoa whoa whoa champion come come champion,world/life
ray campi,give that love to me,1957,rock,spectacular charismatically teach calculus give lyrical step like goodies hood blood donate buck homeless niggas appreciate know sister damn self dominoes play dominoes uncle chino hill cancel shit like campbell latrell sprewell choice ironical inspiration vigorous amputation highly anticipation sinners paper chasin soft want beef better music body shake guard obligate sanctuaries illuminate light shin armor shit go farther best single single niggas typical secrets kill affairs breathe take heart fill commit better commit fuck overall hurt soul choice pound roll herbivores want crime pull slave victim fence hear silence stop police hear death wish fellow enemies make sure suffer shatter dream constipate fame personal issue back dream feel overly dedicate kobe throw ocean jaw ready attack like quarter triple double laugh team seriously nigga succeed laugh laugh check list like goal achieve time spend like money go bankrupt watch bleed pocket like dollar save week duty black shoot heat follow twitter niggas admire want like better require recheck reality admire go hard paint flatten tire,obscene
ray campi,loretta,1957,rock,black cashmere head leather dirty white gold grill shin dirty sprite drop life crazy hoe bobbit typesyikes go plan want like macaroons lauduree spanish mami fendi bag break white widow ipad angels hell hole dig high trippin martenelli sippin weight gold match ball sack bape camp dodgers ball botero paint home black leave crime white lighter strut hard heel masterbate keihl bill bill bill hair mynx nail picture like kodak poloroid film inch steel nutsack veal thats baby goats cause motherfuk illest slit throat cause motherfuk realest hook black black black black black black black say black black black black black black black balmain cop swag nigga feel glow finna black black wear black year straight feel know nigga feel crown music freshener nigga bitch swag hefner leave niggas stretcher nigga rule bore lecture care business care family empathetic devil hell amnesty grow thirsty birthday like single feel hoe cause look like sinbad good cook good white bitch black swag white swag riri zip orange tictacs hoe clothe slowly force like black like watch roam like gobe know shoot condom trash like kobe hook black black black black black black black say black black black black black black black,violence
the everly brothers,when will i be loved,1957,rock,blue lie love turn push round love meet girl want break heart happen time cheat mistreat love meet girl want break heart happen time cheat mistreat love love love,romantic
frankie laine,that ain't right,1957,rock,felt like sing blue think lose dear felt like cry night wrong right sing blue moon star longer shine dream go think leave felt like run away couldn stay sing blue felt like sing blue think lose dear felt like cry night wrong right sing blue moon star longer shine dream go think leave felt like run away couldn stay sing blue,sadness
the platters,don't forget,1957,rock,forget hello goodbye leave numb forget pay cost burn brightly regret lose forget know wonder pass place hold dear heart keep ask disappear forget start remember darling forget forget start remember darling forget forget forget forget,world/life
the platters,o promise me,1957,rock,promise someday renew hollow flower grow sweet violets early spring come whisper thrill sing unspeakable promise promise,music
the platters,time and tide,1957,rock,hesitate years vanish away time tide yesterday today lock heart hide walk forever time tide roll soon moments fly young life best season spring return reason miss thrill tender romance late time tide pass know happen young life best season spring return reason miss thrill tender romance late time tide pass know happen know happen,world/life
the platters,darktown strutter's ball,1957,rock,taxi better aready bout half past late wanna band start play remember aget twostep gonna dance shoe play jelly roll blue tomorrow night darktown strutter ball wanna joint start torockin tomorrow night darktown strutter ball better ready want joint start torockin remember aget twostep gonna dance shoe play jelly roll blue tomorrow night tomorrow night tomorrow night tomorrow night tomorrow night darktown strutter ball tomorrow night darktown strutter ball,obscene
frankie laine,rockin' chair,1957,rock,hours sittin rockin chair lookin somethin feelin right hours lyin lovin arm lookin sign little look hours time waitin operator phone line phone line phone line phone line hours burnin desire lay floor dress hours kissin keep givin little sign keep givin piece mind hours time waitin operator phone line phone line hours drivin smell skin know lose dimension hours drivin kiss dress hours hours thinkin lovin arm keep givin little sign keep givin piece mind hours present time talkin operator phone line phone line phone line phone line phone line,night/time
elvis presley,i'll be home for christmas,1957,rock,home christmas plan snow mistletoe present tree christmas light lead home christmas dream,music
elvis presley,blueberry hill,1957,rock,thrill blueberry blueberry moon stand blueberry linger dream come true wind play sweet vow apart thrill blueberry,romantic
elvis presley,it is no secret (what god can do),1957,rock,chime time ring news slip fell long add strength courage renew dishearten news secret arm wide open pardon secret night light walk feel home power conquer promise away hide,sadness
elvis presley,don't leave me now,1957,rock,leave need blue lonely break heart heart love leave good dream dream darling arm gather dust come arm arm need close eye plea leave,sadness
elvis presley,true love,1957,rock,suntanned windblown honeymooners feel true true true true guardian high forever true,romantic
gene vincent & his blue caps,cat man,1957,rock,acoming better look acomin run acomin lookin girl better hide sister crazy hairdo wear arm sneak waist taste lips belong yeahgit itgo mean things mean alotof hearts break name list alookin woman long ahbetter watch cause midst ahbetter watch cause gonna kiss better watch cause midst yeah better watch cause,obscene
elvis presley,tell me why,1957,rock,time look tell think play darling tell leave heart tear break leave prayers mention go feel blue somebody tell,sadness
gene vincent & his blue caps,cruisin',1957,rock,cruisin lookin cruisin goin know cruisin lookin cruisin bruise gonna cruisin cruisin goin cruisin cruisin fight tonight cruise crusin ought cruisin pair cruisin wonderin crusin date late cruisin cruisin goin cruisin cruisin fight tonight cruise cruisin lookin cruisin go know cruisin lookin crusin bruise gonna cruisin cruisin crusisin cruisin,obscene
elvis presley,lonesome cowboy,1957,rock,lonesome cowboy travel nickel baby phone mountain lie city hear call saddle ride lonesome cowboy destiny dream light shine bright pretty near lonesome cowboy reach ride ride ride ride cowboy sing sing sing sing song cowboy leave lonesome valley light shine lie mountain rope dream lonesome cowboy travel baby come home,music
carl perkins,tennessee,1957,rock,folks like brag come start stuff make feel like wanna brag know come state tennessee tennessee credit music play nashville everyday tennessee credit music play hillbilly mister foley come kentucky tubb texas folks remember mister come tennessee tennessee credit music play nashville everyday tennessee credit music bomb blow world dear country like agree folks remember atomic bomb tennessee tennessee credit music play nashville everyday tennessee credit music play hillbilly tennessee credit music play nashville everyday tennessee credit music play hillbilly,music
carl perkins,your true love,1957,rock,true true true baby true true baby world round baby mean baby give true true true baby true true true baby true baby boast certain touch baby mean true true true baby right true true true baby little young need hold give love forget give true true true baby give true baby give,romantic
gene vincent & his blue caps,i sure miss you,1957,rock,take away lovely dream need things take away kiss take away miss single thing sure miss miss morning miss night miss wanna love right take away miss single thing sure miss wellell miss morning wellell miss night miss wanna love right take away miss single thing sure miss,feelings
carl perkins,sure to fall,1957,rock,sure fall fall sure fall sweet near sure fall hold tight tonight night darling love natural thing want rest life hold tight tonight night darling love natural thing want rest life,romantic
gene vincent & his blue caps,unchained melody,1957,rock,darling hunger touch long lonely time time go slowly time mean need need godspeed time go slowly time mean need need godspeed,night/time
carl perkins,"gone, gone, gone",1957,rock,girl look like girl look like know baby round babybabybaby go go go go go go go go go go go go go go line wanna round square dance everybody jumpin tonight yeah wanna round square dance everybody jumpin tonight baby lovin babybabybaby go go go ohoh go go go go go go go go go go go go line girl look like say girl look like know baby babybabybaby go go go babybabybaby go go go go go go go go go go go go come,feelings
the champs,limbo dance,1958,rock,sit corner leave stand stand shake feet scream kid go pull hair swear dead dance fellow dead burn burn burn wanna lose dance cramp everybody dance wanna dance cramp everybody dance mind dead dizzy limbs numb get weary scream kid go pull hair swear dead dance fellow dead burn burn burn wanna lose sit corner leave stand shake feet scream kid go hair swear dead dance fellow dead burn burn burn wanna lose dance cramp everybody dance wanna dance cramp everybody dance,violence
gene vincent & his blue caps,keep it a secret,1958,rock,darling somebody secret tell break poor heart foolish pride drive apart darling rendezvous paint girl know attention secret,sadness
gene vincent & his blue caps,you'll never walk alone,1958,rock,walk hold head high afraid dark golden sweet silver song walk wind walk rain dream toss blow walk walk heart walk walk walk hold head high afraid dark golden sweet silver song walk wind walk rain dream toss blow walk walk heart walk walk walk walk heart walk walk,sadness
gene vincent,flea brain,1958,rock,flea brain flea brain hophophop flea brain flea brain arockrockrock flea brain hole head wasn good lookin better dead brand lassie move block classy chassy know stack right head shoe act like somethin escape flea brain flea brain ahophophop flea brain flea brain arockrockrock flea brain hole head wasn good lookin better dead take soda fountain cream sundae lean starighten hose cream melt coffee freeze flea brain flea brain rockrockrock flea brain flea brain rockrockrock flea brain hole head wasn good lookin better dead take flea brain lover mind thrill stick like chicken roof think turn loose flea brain flea brain hophophop flea brain flea brain arockrockrock flea brain real flea brain know think flea brain flea brain hophophop flea brain flea rockrockrock flea brain real flea brain know think,violence
frankie laine,midnight on a rainy monday,1958,rock,ghost riders cowpoke go ridin dark ridge rest go mighty herd eye cow plowin rag sky cloudy draw ghost herd brand hooves steel horn black shiny breath feel bolt fear go thunder riders comin hard hear mournful ghost riders face gaunt eye blur shirt soak sweat ridin hard catch herd catch ride forever range horse snortin flame ride hear ghost riders riders lop hear want save soul hell ridin range cowboy change ways today ride tryin catch devil herd endless sky ghost riders,violence
frankie laine,you've changed,1958,rock,change sparkle go smile careless yawn break heart change change kiss blasé bore understand change forget word memory share ignore realize care change know need tell change,world/life
frankie laine,laura,1958,rock,hold hand count finger touch lips desire head chest hear heartbeat gently finger hair touch ears listen wish fulfil soft gentle hand caress body tell tell bear take awful tell wall build carpet lay curtain windows touch satin pillow count dress closet note checkbook time pull trigger tell tell bear time pull trigger tell tell tell,violence
frankie laine,mam'selle,1958,rock,montmartre midnight come think spring music listen room begin sing serenade remember small cafe rendezvous violins warm sweet night dance kiss sigh lovely eye sparkle like wine heart yearn know goodbye violins small cafe rendezvous violins warm sweet night dance kiss sigh lovely eye sparkle like wine heart yearn know goodbye violins,romantic
marty wilde,endless sleep,1958,rock,night black rain fallin look baby aroun chase footsteps shore afraid go look take baby away hear voice deep come join baby endless sleep quarrel fight leave night foot step baby go look take baby away hear voice deep come join baby endless sleep endless sleep water heart fear breaker near reach darlin hold drag away angry look take baby away hear voice cryin deep take baby endless sleep grab baby endless sleep,sadness
the champs,i'll be there,1958,rock,death antihero champion doom life tomb seal fate decay escape soul go steal life away suffer pain final breath know death death death death live hungry children streets disease kill sleep needle junkie tormentor calm reaper black life turn know near toothy grin leave life hell begin,violence
the champs,raunchy,1958,rock,whip road block good yout lock take small loss real swiss watch ticktock whip road block good yout lock take small loss real swiss watch ticktock aight wanna ride round rari whip pull outside rari bone waan baby tryna say feel raunchy live little niggas brand yeah buyin buyin drip tell baby yeah straight henny fire uhhuh pour double shoot yeah pourin yeah pour niggas niggas diddy yeah diggity baby finna long rotate watch doggy sing doremi yeah hop benz sweet prolly tell friend bout match receive whip road block good yout lock take small loss real swiss watch ticktock whip road block good yout lock take small loss real swiss watch ticktock hop plane drop spain champagne grab haze yeah reverse range oooo oooo bang woah cartier bust twotone colour yeah ménage trois twotone lover work rate cut work everyday struggle change budden look inshallah yeah wanna ride papa ride single leicester freaky gimme ucky restaurant brother connect dot study time cause piss look like lighthouse wrist glist bling press button dust whip road block good yout lock take small loss real swiss watch ticktock whip road block good yout lock take small loss real swiss watch ticktock,obscene
elvis presley,as long as i have you,1958,rock,star fade fall care long kiss bring thrill know long think future forget past bring long long long,world/life
elvis presley,young dreams,1958,rock,young dream young dream young dream young dream young dream heart fill young dream dream long share eye eye eye eye eye young dream come true young arm want hold hold hold tight young lips lips want kiss kiss kiss morning noon night hand hand hand darling hand hand young dream young arm want hold hold hold tight young lips lips want kiss kiss kiss morning noon night hand hand hand darling hand hand young dream young dream young dream young dream,romantic
